4048;100;seq;LIKEE;10;2;276451694;557876;80563686;27789326;842860
4048;100;seq;LIKEE;10;2;286276540;463723;87268407;36648475;1095831
4048;100;seq;LIKEE;10;2;296612521;478730;80315770;32727564;442936
4048;100;seq;LIKEE;10;2;302568583;509322;69626922;42838555;982638
4048;100;seq;LIKEE;10;2;288824428;429392;84987686;37439047;390024
4048;500;seq;LIKEE;10;11;305137687;992375;96494914;53320814;988330
4048;500;seq;LIKEE;10;11;316712414;2944529;99217375;60991782;783685
4048;500;seq;LIKEE;10;11;294799319;939747;97139391;54740174;10095414
4048;500;seq;LIKEE;10;11;258590835;886106;91522613;59446301;1024086
4048;500;seq;LIKEE;10;11;284390269;930338;100276061;50445904;892864
4048;1000;seq;LIKEE;10;12;306613764;1160986;84896292;73228558;1546312
4048;1000;seq;LIKEE;10;12;306435791;6237879;83604997;69173361;651551
4048;1000;seq;LIKEE;10;12;302123202;1293408;84477630;61905080;796707
4048;1000;seq;LIKEE;10;12;294439827;1095609;77177436;81180044;774286
4048;1000;seq;LIKEE;10;12;283945829;1649095;97122779;64557153;753464
4048;2000;seq;LIKEE;10;111;249727565;1802141;99615426;84269091;3357869
4048;2000;seq;LIKEE;10;111;260417798;1855199;92658033;102565199;5456782
4048;2000;seq;LIKEE;10;111;282450138;1918597;101585818;80682221;6246178
4048;2000;seq;LIKEE;10;111;255578161;2874984;92625182;111920270;3156313
4048;2000;seq;LIKEE;10;111;271678348;2413496;92180387;91905640;3264646
4048;5000;seq;LIKEE;10;111;305039583;3675802;101418844;126309791;5662357
4048;5000;seq;LIKEE;10;111;273530369;2803800;101799328;125292985;2434772
4048;5000;seq;LIKEE;10;111;305190234;3486505;97117141;119791324;5144640
4048;5000;seq;LIKEE;10;111;316645652;3656737;101005853;117585039;8938961
4048;5000;seq;LIKEE;10;111;277535303;4947763;83276253;134759010;5565287
4048;7500;seq;LIKEE;10;111;285582204;5104271;100047845;142198225;8546720
4048;7500;seq;LIKEE;10;111;283095549;6100218;101399635;147150126;1381794
4048;7500;seq;LIKEE;10;111;315771095;6298230;99313863;170374225;3970081
4048;7500;seq;LIKEE;10;111;294732390;5117928;102916311;145415423;3645264
4048;7500;seq;LIKEE;10;111;305015083;8022049;97248827;150840376;2919719
4048;10000;seq;LIKEE;10;112;303902843;5113042;104407126;156283165;1725801
4048;10000;seq;LIKEE;10;112;292086528;5404104;117118059;154442523;1286461
4048;10000;seq;LIKEE;10;112;308671978;6108936;105252525;150243373;6425454
4048;10000;seq;LIKEE;10;112;305608386;6879592;104881220;154319735;4303752
4048;10000;seq;LIKEE;10;112;270920850;6209239;100844604;160490803;3549214
4048;20000;seq;LIKEE;10;1111;336194968;10229829;105177840;309331642;7052149
4048;20000;seq;LIKEE;10;1111;295110862;11202261;98814818;284915923;7158465
4048;20000;seq;LIKEE;10;1111;318040867;10456239;101085867;302624673;6364829
4048;20000;seq;LIKEE;10;1111;316063872;10444389;100508970;280971825;4628160
4048;20000;seq;LIKEE;10;1111;327983622;9829313;95777546;254469607;6242575
4048;30000;seq;LIKEE;10;1111;415972996;14374391;97586543;404641634;11107089
4048;30000;seq;LIKEE;10;1111;382447098;13861108;102173272;388939395;5581980
4048;30000;seq;LIKEE;10;1111;381789974;13502154;119148543;387218186;16217561
4048;30000;seq;LIKEE;10;1111;393556732;12985756;97328885;349937244;5834393
4048;30000;seq;LIKEE;10;1111;384586567;14364130;98872386;369847884;12599550
4048;50000;seq;LIKEE;10;1111;416707703;20316249;127347196;1056343932;33291543
4048;50000;seq;LIKEE;10;1111;420455222;20956649;106426635;1050027799;7619986
4048;50000;seq;LIKEE;10;1111;410549754;21469838;115936131;1057915350;5569489
4048;50000;seq;LIKEE;10;1111;409439570;25796213;101211969;1027358275;5564272
4048;50000;seq;LIKEE;10;1111;476084582;20376232;97888328;1156455695;4222249
4048;75000;seq;LIKEE;10;1111;484036592;31330367;134980042;1683563273;8212725
4048;75000;seq;LIKEE;10;1111;593796070;30911464;126617876;1620325161;10570430
4048;75000;seq;LIKEE;10;1111;564058882;29439621;130769672;1625804964;14504688
4048;75000;seq;LIKEE;10;1111;528921766;28844585;146039869;1629579954;15015769
4048;75000;seq;LIKEE;10;1111;486752562;29707576;109379205;1939926563;11213340
4048;100000;seq;LIKEE;10;1112;731937752;40224756;113219773;1753273982;8571550
4048;100000;seq;LIKEE;10;1112;673396734;36792511;113392090;1835224905;5864837
4048;100000;seq;LIKEE;10;1112;782837193;38119240;112334702;1701554519;5954436
4048;100000;seq;LIKEE;10;1112;675463586;37375810;125734410;1749652274;6897274
4048;100000;seq;LIKEE;10;1112;653154815;36344303;103811088;1732387010;12580022
4048;200000;seq;LIKEE;10;11111;1149030973;65595024;189793917;2566403675;30549738
4048;200000;seq;LIKEE;10;11111;1178015478;60943010;202575017;2585702071;41295220
4048;200000;seq;LIKEE;10;11111;1175485870;64146434;162405325;2499783548;33360190
4048;200000;seq;LIKEE;10;11111;1283138268;61704549;191631582;2651713701;43465025
4048;200000;seq;LIKEE;10;11111;1349857166;64262738;162603350;2632559448;41579729
4048;250000;seq;LIKEE;10;11111;1994992611;78638148;166502562;2507360513;37442875
4048;250000;seq;LIKEE;10;11111;2080949581;75835728;206199238;2518844512;53746978
4048;250000;seq;LIKEE;10;11111;1918407866;77119205;162748975;2555592819;80729095
4048;250000;seq;LIKEE;10;11111;1938316522;78958867;219996440;2528852649;33076075
4048;250000;seq;LIKEE;10;11111;2004889849;80109374;217235698;2549952015;30463663
